Persons,400,,,2.,Upper respiratory infections,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,410,,,3.,Otitis media,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,420,,C.,Maternal conditions,,,7.8,0.0,0.9,3.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.1,1.5,0.0,0.0,1.4,1.3,0.0,0.5,2.6,0.0,1.2,3.7,0.0,3.6,0.4,0.0,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.3,10.5,0.0,0.0,0.2,0.2,0.8,0.0,0.1,0.5,0.0,0.1,8.9,0.0,0.0,0.1,0.1,0.3,0.0,0.0,2.0,0.0,0.0,0.5,1.8,0.3,0.0,1.3,0.1,0.0,0.0,25.9,6.2,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.7,0.0,0.0,0.1,0.2,0.0,0.0,0.3,0.9,0.1,0.0,0.0,2.8,1.9,0.2,0.0,2.9,0.0,0.6,0.0,0.7,0.0,0.0,0.0,0.7,4.3,1.7,0.1,1.0,0.0,0.0,0.1,3.3,23.5,0.0,0.0,0.0,12.4,0.0,0.4,0.1,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.2,1.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,4.1,1.7,1.5,0.0,0.1,2.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.6,0.0,0.0,0.1,0.1,0.0,3.6,0.1,0.0,0.0,6.8,0.8,0.0,0.2,0.0,0.4,0.8,0.9,1.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,490,,D.,Neonatal conditions,,,31.9,0.2,12.7,31.0,0.0,3.4,0.2,0.5,0.1,1.4,0.0,0.1,45.1,0.0,0.1,0.2,0.0,12.0,0.2,2.9,0.1,0.9,19.2,0.0,0.2,18.4,8.6,0.1,4.4,20.5,1.1,5.7,19.6,0.7,47.0,4.3,0.7,2.9,0.2,27.7,0.1,0.2,0.0,0.2,2.5,86.3,0.2,0.5,3.1,1.8,22.6,0.6,1.1,1.6,0.0,0.5,79.3,0.2,0.0,1.6,1.1,2.0,0.2,1.5,17.2,0.2,0.0,4.4,12.2,2.0,0.2,6.1,1.5,0.2,0.0,434.1,45.4,10.3,13.6,0.1,0.2,0.8,0.4,0.5,1.5,1.6,25.7,0.1,0.2,1.5,3.1,0.0,0.3,2.2,4.4,0.6,0.0,0.0,13.9,10.4,1.8,0.0,23.2,0.0,4.3,0.1,13.7,0.0,0.4,0.0,7.3,27.8,17.2,1.1,8.9,0.4,0.1,1.0,24.2,238.8,0.1,0.1,0.4,206.4,0.5,4.2,1.1,2.4,23.6,0.7,0.1,0.1,0.6,0.3,0.4,3.5,5.4,0.0,0.0,0.0,0.1,1.7,10.3,0.2,0.0,7.7,0.0,0.1,0.0,0.1,19.3,12.7,11.7,0.6,1.0,33.6,0.1,0.1,0.2,3.2,3.8,2.7,0.6,5.7,0.0,0.2,1.8,5.8,2.7,26.8,1.4,0.3,1.7,36.9,11.3,0.1,5.1,0.1,5.7,11.5,21.1,13.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,500,,,1.,Preterm birth complications,,12.6,0.1,5.4,11.2,0.0,2.2,0.1,0.2,0.0,0.7,0.0,0.1,17.5,0.0,0.1,0.1,0.0,4.9,0.1,1.3,0.0,0.4,6.9,0.0,0.1,6.8,3.2,0.0,1.8,8.0,0.6,2.2,7.0,0.4,21.6,2.1,0.3,1.3,0.2,10.8,0.0,0.1,0.0,0.1,1.2,34.7,0.1,0.3,1.5,1.2,11.4,0.3,0.5,0.5,0.0,0.2,28.0,0.1,0.0,0.7,0.5,0.7,0.1,0.8,6.7,0.1,0.0,1.7,4.3,0.7,0.1,2.5,0.8,0.1,0.0,238.7,22.3,4.9,6.6,0.1,0.1,0.4,0.2,0.2,0.9,0.7,9.6,0.0,0.2,0.9,1.2,0.0,0.2,1.0,1.7,0.4,0.0,0.0,5.4,4.3,1.0,0.0,8.9,0.0,2.0,0.0,7.2,0.0,0.2,0.0,3.3,10.4,7.1,0.5,3.8,0.2,0.1,0.5,9.6,96.0,0.1,0.0,0.2,93.4,0.2,1.7,0.6,1.5,10.1,0.6,0.1,0.0,0.4,0.1,0.3,2.2,2.2,0.0,0.0,0.0,0.0,1.0,3.6,0.2,0.0,2.8,0.0,0.1,0.0,0.1,6.3,6.3,4.3,0.3,0.5,16.0,0.1,0.1,0.1,1.7,1.6,1.5,0.2,2.0,0.0,0.1,0.9,3.5,1.2,9.7,0.9,0.2,1.3,12.2,6.9,0.1,2.4,0.0,3.1,7.1,8.8,4.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,510,,,2.,Birth asphyxia and birth trauma,,10.7,0.0,3.8,13.0,0.0,0.4,0.0,0.1,0.0,0.5,0.0,0.0,13.4,0.0,0.0,0.0,0.0,3.9,0.1,1.0,0.0,0.3,3.8,0.0,0.0,6.4,3.2,0.0,1.4,8.2,0.2,2.2,8.3,0.1,17.6,0.6,0.2,1.0,0.0,9.4,0.0,0.0,0.0,0.0,0.7,33.1,0.0,0.2,0.9,0.3,6.1,0.1,0.4,0.6,0.0,0.2,31.1,0.0,0.0,0.3,0.4,0.8,0.0,0.2,6.2,0.0,0.0,1.5,4.8,0.8,0.1,2.1,0.3,0.0,0.0,102.8,14.5,2.7,4.2,0.0,0.0,0.1,0.1,0.1,0.3,0.4,10.0,0.0,0.0,0.5,1.1,0.0,0.1,0.7,1.6,0.1,0.0,0.0,5.3,3.6,0.4,0.0,8.3,0.0,1.2,0.0,2.6,0.0,0.2,0.0,2.1,9.8,6.2,0.3,2.7,0.1,0.0,0.2,8.0,100.2,0.0,0.0,0.1,59.6,0.1,1.5,0.2,0.5,8.0,0.1,0.0,0.0,0.1,0.0,0.0,0.7,1.9,0.0,0.0,0.0,0.0,0.3,3.4,0.0,0.0,2.9,0.0,0.0,0.0,0.1,9.6,3.0,5.2,0.1,0.2,8.5,0.0,0.0,0.0,0.7,1.3,0.5,0.2,2.3,0.0,0.0,0.4,0.7,0.9,10.4,0.2,0.1,0.2,15.1,1.2,0.0,1.8,0.0,1.1,2.3,5.9,5.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,520,,,3.,Neonatal sepsis and infections,,5.8,0.0,2.5,5.3,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.6,0.0,0.5,0.0,0.1,3.1,0.0,0.0,4.2,1.5,0.0,0.9,3.5,0.1,1.0,3.6,0.1,1.8,1.0,0.1,0.5,0.0,6.2,0.0,0.0,0.0,0.0,0.4,15.0,0.0,0.1,0.5,0.2,2.1,0.1,0.1,0.4,0.0,0.1,16.4,0.0,0.0,0.2,0.2,0.5,0.0,0.2,3.5,0.0,0.0,0.9,2.6,0.4,0.0,1.1,0.2,0.0,0.0,65.5,6.8,1.7,2.2,0.0,0.0,0.1,0.1,0.0,0.2,0.2,4.8,0.0,0.0,0.1,0.6,0.0,0.0,0.4,1.0,0.1,0.0,0.0,2.6,2.0,0.2,0.0,5.2,0.0,0.9,0.0,2.8,0.0,0.1,0.0,1.4,6.3,2.9,0.2,1.7,0.1,0.0,0.3,5.3,35.2,0.0,0.0,0.0,38.6,0.1,0.7,0.2,0.3,3.9,0.0,0.0,0.0,0.1,0.1,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.1,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.3,1.9,1.6,0.1,0.1,6.5,0.0,0.0,0.0,0.3,0.5,0.2,0.1,1.1,0.0,0.0,0.1,0.5,0.4,5.5,0.1,0.0,0.0,7.4,0.7,0.0,0.7,0.0,1.2,1.4,3.4,2.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,530,,,4.,Other neonatal conditions,,2.8,0.0,1.0,1.5,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.1,5.4,0.0,0.0,1.0,0.7,0.0,0.3,0.8,0.3,0.2,0.7,0.1,5.9,0.6,0.1,0.1,0.0,1.3,0.1,0.0,0.0,0.0,0.2,3.6,0.0,0.0,0.1,0.1,3.0,0.1,0.0,0.1,0.0,0.0,3.8,0.0,0.0,0.5,0.1,0.1,0.0,0.3,0.9,0.0,0.0,0.4,0.5,0.1,0.0,0.4,0.2,0.0,0.0,27.1,1.8,1.0,0.6,0.0,0.1,0.2,0.0,0.1,0.2,0.2,1.3,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.6,0.5,0.3,0.0,0.8,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.6,1.3,1.0,0.1,0.7,0.1,0.0,0.0,1.2,7.4,0.0,0.0,0.1,14.9,0.0,0.3,0.0,0.1,1.7,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.1,1.6,0.5,0.2,0.2,2.6,0.0,0.1,0.0,0.5,0.5,0.4,0.1,0.3,0.0,0.0,0.3,1.1,0.2,1.2,0.2,0.0,0.1,2.3,2.5,0.0,0.2,0.0,0.3,0.7,3.0,0.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,540,,E.,Nutritional deficiencies,,,0.6,0.0,0.1,3.6,0.0,1.7,0.0,0.3,0.2,0.0,0.0,0.0,4.2,0.0,0.0,0.5,0.0,1.0,0.0,1.1,0.0,0.2,9.7,0.0,0.0,3.0,2.6,0.0,0.5,1.3,0.6,0.7,2.2,0.6,16.6,2.0,0.1,0.3,0.1,1.1,0.0,0.2,0.0,0.4,0.4,9.3,0.1,0.2,0.4,0.7,0.9,0.3,0.1,0.7,0.0,0.1,9.1,0.0,0.0,5.3,0.1,0.1,0.0,1.6,2.0,0.1,0.0,2.1,1.1,0.1,0.1,0.8,0.2,0.1,0.0,21.2,21.8,0.2,0.1,0.0,0.2,2.7,0.1,3.2,0.0,0.1,4.4,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.0,4.4,1.6,0.3,0.0,6.1,0.0,0.5,0.0,10.5,0.0,0.0,0.0,0.2,4.3,1.1,0.2,1.1,0.4,0.0,0.2,2.2,6.4,0.0,0.2,0.1,16.3,0.2,0.1,0.4,1.1,9.6,0.3,0.3,0.0,0.6,0.0,0.2,0.4,1.2,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.5,1.7,1.4,0.5,1.2,0.0,0.3,0.2,0.1,0.0,1.0,0.1,0.3,0.0,0.0,0.0,0.9,0.0,3.4,0.1,0.0,0.4,5.8,10.2,0.2,0.0,0.0,0.8,1.3,1.1,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,550,,,1.,Protein-energy malnutrition,,0.6,0.0,0.1,3.5,0.0,0.9,0.0,0.1,0.1,0.0,0.0,0.0,2.4,0.0,0.0,0.3,0.0,0.9,0.0,1.0,0.0,0.2,6.7,0.0,0.0,2.9,2.5,0.0,0.4,1.2,0.2,0.7,2.2,0.4,13.0,1.9,0.1,0.3,0.0,1.1,0.0,0.1,0.0,0.3,0.3,8.9,0.0,0.2,0.4,0.6,0.8,0.2,0.0,0.7,.,0.1,8.6,0.0,0.0,4.2,0.1,0.1,0.0,0.5,1.9,0.0,0.0,2.0,1.0,0.1,0.0,0.7,0.2,0.0,0.0,8.6,20.0,0.2,0.1,0.0,0.0,0.8,0.0,1.9,0.0,0.1,4.2,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.0,4.2,1.5,0.2,0.0,5.8,0.0,0.5,0.0,7.6,0.0,0.0,0.0,0.2,4.0,0.9,0.2,0.8,0.0,0.0,0.2,2.2,5.9,0.0,0.1,0.0,8.9,0.1,0.1,0.3,1.0,4.3,0.3,0.1,0.0,0.1,0.0,0.1,0.2,1.2,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,4.8,2.4,1.7,0.3,0.0,1.1,0.0,0.1,0.1,0.1,0.0,1.0,0.1,0.3,0.0,0.0,0.0,0.6,0.0,3.3,0.1,0.0,0.1,5.6,6.8,0.1,0.0,0.0,0.6,0.1,1.1,2.3,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,560,,,2.,Iodine deficiency,,.,.,.,.,.,0.0,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,0.0,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,0.0,.,0.0,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,0.0,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,570,,,3.,Vitamin A deficiency,,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,580,,,4.,Iron-deficiency anaemia,,.,.,.,.,0.0,0.7,0.0,0.2,0.1,.,.,.,.,0.0,.,0.2,.,.,.,.,.,.,2.4,0.0,0.0,.,.,.,.,.,0.3,.,.,0.2,.,0.1,.,.,0.0,.,0.0,0.1,0.0,0.0,.,.,0.1,.,.,.,.,0.1,.,.,0.0,.,.,.,0.0,1.0,.,.,.,1.0,.,0.0,0.0,.,.,.,0.1,.,.,0.0,0.0,.,.,.,.,0.0,0.1,1.7,.,0.9,.,.,.,.,.,.,.,0.0,.,.,.,.,0.0,0.0,.,.,.,.,.,0.0,.,0.0,2.2,.,.,.,.,.,.,.,.,0.2,0.0,0.0,.,.,0.0,0.1,.,.,0.1,.,0.1,.,3.4,0.0,0.2,.,0.3,0.0,0.1,.,.,.,0.0,.,.,.,.,0.2,.,.,.,0.0,0.0,.,.,.,.,0.9,0.4,.,.,0.2,0.1,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3,.,3.1,0.1,.,.,0.1,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,590,,,5.,Other nutritional deficiencies,,0.0,0.0,0.0,0.1,.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,3.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.8,0.1,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.1,0.0,0.0,0.1,0.5,0.0,0.0,0.1,7.4,0.0,0.0,0.0,0.1,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persons,600,II.,Noncommunicable diseases,,,,126.8,29.3,161.3,72.6,0.6,267.6,22.5,146.6,77.3,74.2,2.0,4.0,557.2,2.8,107.7,97.4,1.2,36.4,3.3,62.8,35.7,9.4,1025.7,1.9,101.2,52.8,28.2,2.0,65.4,74.1,249.8,18.1,40.1,93.3,9058.0,181.1,2.2,13.5,19.6,69.6,47.4,92.3,6.1,101.5,180.7,246.3,48.4,3.8,52.4,61.1,492.5,26.5,3.4,13.7,14.0,5.4,271.3,6.0,51.3,521.7,6.5,5.3,49.8,765.9,86.3,104.5,0.8,58.6,36.0,5.4,5.6,62.9,39.3,119.5,2.1,6047.0,1386.3,296.4,107.2,27.9,38.8,590.5,15.3,1146.1,23.0,110.1,120.0,0.9,6.5,24.4,28.5,27.4,33.5,16.1,11.6,20.4,38.3,3.8,80.2,43.5,135.7,1.1,46.7,3.4,9.7,10.1,572.4,0.8,19.3,6.8,207.7,102.5,275.2,7.9,117.3,135.1,29.8,26.3,55.6,447.8,24.1,35.5,13.0,974.4,15.7,37.8,25.8,102.9,511.7,360.4,96.6,3.5,230.0,36.7,235.4,1598.1,32.4,1.2,0.7,1.0,0.6,105.2,38.9,109.6,0.6,22.9,20.1,44.7,18.4,3.2,50.7,254.7,25.3,387.3,120.5,130.1,3.5,82.1,61.9,67.2,36.6,380.4,4.0,22.7,0.5,7.8,58.1,389.1,26.7,81.3,545.9,16.1,541.7,110.6,2599.6,29.8,145.0,1.6,112.0,592.3,85.6,42.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
